Intro,Subject,Verb,Objects
Intro 25 - มหาวิทยาลัยมหิดล,"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",เป็น,"['พระนาม', 'ของ', 'สมเด็จพระมหิตลาธิเบศร อดุลยเดชวิกรม พระบรมราชชนก', 'ปัจจุบัน', 'มหาวิทยาลัยมหิดล']"
Intro 25 - มหาวิทยาลัยมหิดล,"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",จัด,"['การเรียนการสอน', 'ใน', '17', '6', 'วิทยาลัย', '9', 'สถาบัน', 'และ', '3', 'วิทยาเขต', 'และ']"
Intro 25 - มหาวิทยาลัยมหิดล,"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",เป็น,"['มหาวิทยาลัย', 'ชั้น']"
Intro 25 - มหาวิทยาลัยมหิดล,"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",นำ,"['ของ', 'ประเทศไทย', 'จาก']"
Intro 25 - มหาวิทยาลัยมหิดล,"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",จัด,"['อันดับ', 'ของ', 'สำนัก']"
Intro 25 - มหาวิทยาลัยมหิดล,"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",จัด,"['อันดับ', 'สำนัก']"
Intro 25 - มหาวิทยาลัยมหิดล,และ ได้,รับ,
Intro 25 - มหาวิทยาลัยมหิดล,และ ได้,เลือก,
Intro 25 - มหาวิทยาลัยมหิดล,และ ได้,เป็น,"['1', 'ใน', '9', 'มหาวิทยาลัยวิจัยแห่งชาติ', 'พ.ศ.', '2552', 'และ']"
Intro 25 - มหาวิทยาลัยมหิดล,และ ได้,เป็น,"['สมาชิก', 'เครือข่าย', 'มหาวิทยาลัยอาเซียน', 'ASEAN University', 'Network', 'AUN']"
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ   ( อังกฤษ :   King   Mongkut ' s  University   of   Technology  North Bangkok ;   อักษร,ย่อ,"['มจพ. –', 'KMUTNB']"
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ   ( อังกฤษ :   King   Mongkut ' s  University   of   Technology  North Bangkok ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐบาล', 'ก่อตั้ง', 'โดย']"
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ   ( อังกฤษ :   King   Mongkut ' s  University   of   Technology  North Bangkok ;   อักษร,ร่วมมือ,"['ระหว่าง', 'รัฐบาล', 'ไทย', 'กับ', 'รัฐบาล', 'เยอรมนี']"
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรงเรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",ยก,"['ฐานะ', 'ใน', 'ปี', 'พ.ศ.', '2507']"
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรงเรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",เป็น,"['วิทยาลัยเทคนิค', 'พระนครเหนือ', 'และ']"
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรงเรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",เป็น,"['สถาบันเทคโนโลยีพระจอมเกล้า', ' วิทยาเขตพระนครเหนือ', 'ใน', 'ปี', 'พ.ศ.', '2514']"
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรงเรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",ต่อ,
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรงเรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",สถาบันเทคโนโลยีพระจอมเกล้า,['สาม']
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรงเรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",แยก,['จาก']
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรงเรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",มี,['อำนาจ']
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรงเรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",บริหาร,
Intro 26 - มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรงเรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",เป็น,['อิสระ']
